, Interest Coverage Ratio (Interest expense to EBIT), Interest Expense Ratio, Debt ratio %, Borrowing dependency, Inventory and accounts receivable/Net value, No-credit Interval, Accounts Receivable Turnover, Degree of Financial Leverage (DFL), Net Income to Stockholder's Equity, Fixed Assets Turnover Frequency, Revenue per person, Allocation rate per person, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Inventory/Working Capital, Inventory/Current Liability, Working Capital/Equity, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Total assets to GNP price, Total Asset Return Growth Rate Ratio, Net Value Growth Rate, Total Asset Turnover, Continuous Net Profit Growth Rate, Liability to Equity, ROA(B) before interest and depreciation after tax, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (C), Revenue Per Share (Yuan ¥), Research and development expense rate, Regular Net Profit Growth Rate, Operating Profit Per Share (Yuan ¥)
10,0.564377133207258,0.630105067053876,0.104090455603592,0.372187043569091,0.395095006450766,0.61833520834833,0.0012985300234344,0.0266493027135582,0.837905310032746,0.0001497865541603,0.0292143413186845,0.0243753963642033,0.0884528911578253,0.0094211314087854,0.0018244686630645,0.0006347931745854,0.276932816000673,0.0008492552196516,0.729087590408107,0.0019816399982287,0.0205081886535146,7350000000.0,0.59381150425971,2270000000.0,0.671577040280194,0.0061492332478225,0.264795517946088,0.0003921830697393,0.0419790104947526,0.217613394418711,0.278383652496456,0.475400182022592,0.998915820379526,0.796954102645582,0.808903102967354,0.302875081059772,0.781129271624826,6260000000.0,0.463994363503686,0.0008520852085208,0.0,0.160085963507648,0.160085963507648,0.0058381354265922,34000000.0,0.689573273465216,0.0939662893901148
11,0.565158395757604,0.63061225188696,0.0931462950086163,0.36963718146295,0.395589364207695,0.624091306036695,0.0011504164426364,0.0267911566924924,0.842234020245336,0.0007042994036528,0.0571273298767681,0.010376580486946,0.389957525102878,0.0353501836841373,0.0121268985490427,0.0030443856382883,0.276976968456104,6600000000.0,0.735152561862377,0.0025355721906124,0.0180891393735102,0.0002244655483936,0.593995733145187,553000000.0,0.671509177478206,0.0017683313281038,0.263964846026529,0.000474881892157,0.0704647676161919,0.21759717091254,0.277832912093455,0.570854970822849,0.999076777665183,0.797766714537079,0.809591846937915,0.303958133881378,0.78187804544629,0.0002038671387565,0.457953582781846,0.0,0.219556635286972,0.182588175803801,0.182588175803801,0.0140054751425503,3770000000.0,0.689406469800833,0.102760361534077
12,0.566151710829546,0.631264297749346,0.0605254406385101,0.371565235090576,0.395523717784688,0.623553893229212,0.0010773741288182,0.0270506266797984,0.840235347198699,0.0001929069258125,0.0083045694226165,0.0050860781033447,0.153485516643754,0.0262079445008822,0.0080945437573427,0.0045722437014666,0.277213032544672,0.0047231633690387,0.732785518921411,0.0024080911034689,0.0031996976529853,0.0001160445331548,0.593948888726099,5560000000.0,0.671569061745503,0.0041539092560446,0.264442734923188,0.0004442129565048,0.0509745127436282,0.217630420970186,0.276490824673861,0.531238288987633,0.998923099854757,0.797418234905706,0.809346555134411,0.303670753875823,0.781580220132486,4630000000.0,0.470595438799561,0.0001410141014101,0.0,0.196114786566095,0.196114786566095,0.0110259086165434,52600000.0,0.689753522988032,0.0932334500447846
13,0.56527398840424,0.630739989863152,0.132811319043444,0.374166541783069,0.401954387793517,0.623640663537711,0.0013046168829192,0.0268159682268881,0.842245735987257,0.0003547974439454,0.009288662367992,0.0040743613802072,0.438713346301351,0.0405657995049286,0.0059055466837599,0.0023558875848671,0.277503353490748,0.0084029265819778,0.734938816484797,0.0024643017803662,0.0191224456372733,9400000000.0,0.593939309979165,2580000000.0,0.671571402903527,0.0012799616353258,0.264092283065638,0.0004778015548676,0.190404797601199,0.217603688189308,0.280178746474231,0.598961400503239,0.99906452965924,0.79749363045914,0.809400456836454,0.303506398616129,0.781682536180442,7380000000.0,0.462764734992409,0.0002120212021202,0.125113877922867,0.190131052210189,0.190131052210189,0.0484897983877066,968000000.0,0.689440084446916,0.11871997394349
14,0.565194014914668,0.630646497993178,0.0913021132508994,0.369989465043404,0.401603380388868,0.624100726819961,0.0006715834964949,0.0267986800038726,0.842204610303154,0.0003797618696387,0.0256862946697413,0.0087160039079367,0.665575498823657,0.105222515495597,0.0138833103236475,0.0067818011327014,0.27705871549517,0.0040508157111307,0.738534158412713,0.0023560257136373,0.0436586099513731,0.0001660490199542,0.593989254906461,73500000.0,0.671571438512576,0.0009621671896697,0.263381277634023,0.0004685185247109,0.15592203898051,0.217581999329351,0.277745146518721,0.577011617324268,0.999192209343842,0.797570409417223,0.809433396765481,0.303373705913816,0.781711167831722,0.0001624692739381,0.464088305108914,0.0002460246024602,0.296993622836319,0.190552441953563,0.190552441953563,0.0354371795453514,3840000000.0,0.68928759225417,0.133458187444019
15,0.565290183307561,0.63072389419323,0.155304289990023,0.373075021863949,0.396001998866594,0.623683250062959,0.0547999959420937,0.0268195377629255,0.843294729849106,0.0008699724105271,0.0380741154179457,0.005825162100613,0.164481375957871,0.0288364506446952,0.0014861671272416,0.0013425104708446,0.276792172751837,0.0031643084862959,0.727148660991488,0.0022688446657842,0.146827984056259,133000000.0,0.59390126250341,718000000.0,0.671570808535285,0.0300858170998337,0.264256241695223,0.0004881576234564,0.466266866566717,0.217611064923654,0.282087519247432,0.595535092885058,0.99900779597133,0.797439262656389,0.809353585791199,0.303530326808349,0.781615027237964,0.0002951043324484,0.471489561577884,0.0003600360036003,0.169855248506934,0.189246133749105,0.189246133749105,0.141083231241587,0.0,0.689527078573903,0.126292647178569
16,0.565514741421164,0.630959164942946,0.108564863802642,0.372661228451988,0.398835512839235,0.624216478249176,0.0015460623091515,0.0268715776561784,0.842648358566169,0.0011627370391132,0.0089978408707019,0.0009510478993683,0.827295564121644,0.511921010072073,0.0124103526107296,0.024548482640741,0.27708755341943,0.0047450041689761,0.740376917064474,0.0024354639812822,0.0295784321908568,0.0002392477685664,0.594013624932907,0.0004049117071157,0.671597129087406,0.0011051066973209,0.263727067160874,0.0004987382814845,0.151424287856072,0.217585954825231,0.278626925204774,0.593340114567161,0.999112712852433,0.797622148751138,0.809465034721029,0.303630390157634,0.781731238057864,0.0001673260066821,0.46686125999178,0.0008760876087608,0.309241826095759,0.25759555012431,0.25759555012431,0.0692711405538666,3750000000.0,0.689339702169042,0.144287924436121
17,0.565637628269617,0.630956767715511,0.0575626568310306,0.371338207894284,0.399788055834292,0.623820965403855,0.0008947683442727,0.0269022259479631,0.841020787888164,0.0001043966892632,0.0125435130649354,0.0147481034960875,0.409502472786023,0.0363203643617706,0.0065691331935023,0.0032527543764011,0.277441477901687,0.0173051260260613,0.735056725189824,0.0023655259584393,0.0213984418394052,0.000157155359996,0.593977918241658,3900000000.0,0.671572729217522,0.0068847578240486,0.264050322089346,0.0004508009133902,0.100449775112444,0.217601720396476,0.276386507605257,0.57112265110552,0.999039571458449,0.797488926883329,0.809409310256114,0.303550387817988,0.781665974735094,0.0001734547408591,0.469877456531039,0.0004000400040004,0.0,0.183430955290548,0.183430955290548,0.0176807780147315,7250000000.0,0.689498484484403,0.101701815813045
18,0.565326748855457,0.630748893850769,0.149348489887233,0.372159084554769,0.405479198792106,0.623741724063765,0.0009698396112525,0.0268276845171145,0.842568211629646,0.0002829301578583,0.016109748395341,0.0074295936289592,0.543653069940128,0.0281702550009814,0.0061010375489375,0.0011622472069015,0.277469128812725,0.0049539323988628,0.734896343942275,0.0023724172907217,0.0324489921252556,8900000000.0,0.593931506900822,1380000000.0,0.671573958092574,0.0026973335958567,0.263845179538585,0.0004471825279797,0.217391304347826,0.217586870695082,0.28152514372119,0.578189410568018,0.999019812882822,0.797464993982882,0.809381448023656,0.303550387817988,0.781646325562647,0.0001204932266501,0.466403294666298,0.0003410341034103,0.0684279785403381,0.199359487590072,0.199359487590072,0.0796618116369466,8350000000.0,0.689342472131294,0.117172868658904
19,0.56420456318063,0.629876645525404,0.137164797291169,0.375781454450292,0.403039563357506,0.623612687876119,0.0006512939648788,0.0266229563935783,0.837623302970643,0.000122552635222,0.0074467928851548,0.0081789315119349,0.430046901025716,0.0277139220647,0.0044964468626985,0.0014595319874404,0.277861017021638,0.009372462732396,0.734192330486004,0.0021189285728933,0.043076455314111,0.0002203056167539,0.593954550056198,3870000000.0,0.671570154929031,0.0025284625112839,0.262826460280828,0.0004089524145386,0.0794602698650675,0.21748955620501,0.280506996320889,0.47930831414958,0.99897047421737,0.797129656695685,0.809086681227938,0.30306747339318,0.781323096675893,0.0002567130164716,0.46217424490241,0.0006010601060106,0.0,0.188656188108381,0.188656188108381,0.0221274407489753,9710000000.0,0.68868599107749,0.0962462340200309
20,0.565253053121807,0.630692045314448,0.0237022704598361,0.36963718146295,0.395885442972684,0.622973370659738,0.0017793919227374,0.0268113885137309,0.841833666061659,0.0001036401915149,0.0134453534656228,0.0162874932199951,0.375631913088957,0.236614376908408,0.0216253361915109,0.0437545505568837,0.277071219008485,0.0095564809062451,0.735482018364299,0.0027357180860598,0.0119661049372817,0.0001147208876001,0.59398188587775,0.0002083024439934,0.671585148287002,0.0016783149729218,0.263967177191878,0.0005288332663474,0.12143928035982,0.217593072726793,0.275359340623453,0.611595909845281,0.999143448414519,0.797610666492542,0.809482220770956,0.303546037237585,0.781749483717994,8090000000.0,0.492606292410022,0.0003410341034103,0.194351655025812,0.190468164004888,0.190468164004888,0.0211745844487802,3600000000.0,0.689401939758399,0.113264392150476
21,0.566110462380642,0.631344433637895,0.102609063699852,0.373886951639852,0.397523924102017,0.622636112487388,0.0010327371592626,0.0270373417993576,0.84108464502451,0.0002375402929613,0.0176079197450171,0.0092711211322179,0.234760153894363,0.0122505653399221,0.004036455867766,0.0008447905945737,0.273079678164712,0.0046610716107529,0.731749087897757,0.0024899966819423,0.0096531774160172,8690000000.0,0.593911781143984,1340000000.0,0.671561648801052,0.0033830618670712,0.263793116845778,0.0004445623178548,0.0974512743628186,0.217594781686841,0.278304791482613,0.5505112693399,0.998950369000066,0.797485053350309,0.809397201902756,0.303730211808007,0.781653062421772,666000000.0,0.470409233117771,0.0005180518051805,0.0862435469177042,0.196241203489107,0.196241203489107,0.0260296141688219,0.0,0.689315782390842,0.0939662893901148
22,0.56517429580283,0.63062629279051,0.0729812256250567,0.36963718146295,0.402515731696371,0.623975268079823,0.0028872003489799,0.0267945018407729,0.846565495462932,0.0010530448656119,0.0221259345210992,0.0027379382763328,0.777370423087189,0.187545934763844,0.0143684348512666,0.0148423575795602,0.277218177957215,0.0202095338044901,0.740429419520313,0.0026977303681586,0.0386229237948483,8440000000.0,0.59396379659124,6170000000.0,0.671570760781277,0.0007539200392969,0.265626189865647,0.0005765210906202,0.335832083958021,0.217642675707001,0.276956616667222,0.702071845387869,0.999173490693249,0.797649816844141,0.809502531557233,0.303551596312545,0.781774045183553,0.0001036102985398,0.482490794561452,0.0002200220022002,0.232108513007389,0.210526315789474,0.210526315789474,0.0902793532676921,4160000000.0,0.689848884709324,0.184756941617132
23,0.565448783383276,0.630885535814578,0.153218248329655,0.371650230494114,0.413730552247184,0.623811877757825,0.0006857861686262,0.0268557817708937,0.841786568240774,0.0006392405973003,0.0136891735088054,0.0026688753402442,0.762348988818399,0.0219848167129621,0.0072168462625627,0.0007277450407592,0.277280976537849,0.0046290997166799,0.737675438571781,0.00231086608365,0.0384334590109771,0.0001123577873576,0.593942523886036,945000000.0,0.671570679416845,0.0003015467305589,0.264443511978305,0.0004785501863318,0.274362818590705,0.217737209403829,0.281886514868149,0.550671877509503,0.99901623091882,0.797444934615454,0.809350721449544,0.303522350744276,0.781612079862096,0.0001322881490286,0.461226441206814,0.0005730573057305,0.283328272092317,0.175930217858497,0.175930217858497,0.0637959980035392,0.0,0.69064357533801,0.11171728686589
24,0.565320838804211,0.63093930220134,0.179097257913354,0.379044830601924,0.422105160210765,0.621259857421486,0.0213425583070415,0.0268263594874165,0.843340836508631,0.0005318179170439,0.457012763832381,0.118510993045101,0.919594817267938,0.0119730144259093,0.0007746803540275,0.0003571550796479,0.278189986963049,0.0232752069670622,0.741779020773911,0.0027252066633474,0.0097414737106723,0.0007052263946435,0.594099336849304,2410000000.0,0.67156727983254,0.0434957686665443,0.26394231142815,0.0004787248670068,0.0629685157421289,0.21759587674862,0.284897821905742,0.575619679854382,0.999303827964046,0.79773392784687,0.809627260616552,0.303425912878661,0.781945835091232,9480000000.0,0.458485359368578,0.0003250325032503,0.0446401457637413,0.237242425519363,0.237242425519363,0.0366471557995674,0.0,0.68939686149427,0.153814835925413
25,0.565944958971357,0.631218750428076,0.110983462829156,0.37312199300801,0.397238563120375,0.623711063317785,0.0008967972974343,0.0269866298450573,0.841499258156665,0.000149030056412,0.0060631875798657,0.0053441342269829,0.212829378834029,0.0400806402360339,0.0056933152314589,0.0040076641752497,0.277589599160112,0.0053224017392137,0.732756971161577,0.0023949792327084,0.0203410665855415,0.0001215575451661,0.59393442571936,6460000000.0,0.671575151739394,0.0078141557095686,0.263862274751148,0.0004641265534539,0.0719640179910045,0.217589137141127,0.278764116866635,0.561914449381659,0.998993583662547,0.797580508271169,0.80948508511261,0.303806830362894,0.781764360948561,0.0001802772939996,0.464472459173146,0.0007060706070607,0.0561797752808989,0.18612784964814,0.18612784964814,0.0158204395238743,205000000.0,0.689353696249171,0.0976304861167657
26,0.56506823687268,0.630551978740017,0.0692626296217916,0.37100940988586,0.396602194734085,0.623699689765694,0.0020269242084546,0.0267725807422779,0.835905899936646,0.000122552635222,0.0107075187638618,0.0105354654512662,0.208785531887804,0.0371247715918528,0.0052710681861282,0.005343825206047,0.277557186664288,0.0148557584385525,0.733326325622496,0.0020337981807195,0.0593300140366735,7720000000.0,0.593942576719418,4120000000.0,0.671570492192044,0.0025305202257505,0.262136435337358,0.0004381240872622,0.0929535232383808,0.217552426024586,0.276811906048686,0.525563466995021,0.998877458700533,0.796933351575829,0.808881360010249,0.302919311960543,0.781541904246214,0.0001739172868348,0.470335421856521,0.0002910291029102,0.0,0.171758459399098,0.171758459399098,0.0143533433156374,4160000000.0,0.68740719183766,0.0896506799120593
27,0.565158891454991,0.630612594348023,0.026906914169967,0.36963718146295,0.398417519288661,0.624446148027902,0.0019904030515455,0.0267912606616237,0.840157277584671,0.0015848627826559,0.0492340231775921,0.0040380204029204,0.620310836609974,0.325048849870517,0.0217218887237215,0.056246768497634,0.277237368615606,0.0444451872001232,0.738502918998858,0.0022537028504836,0.0164641624923361,0.000215210216273,0.594047523781646,0.0003096193894769,0.671493111890621,0.0057905652036409,0.263298909791672,0.0004257217593378,0.101949025487256,0.217563864442621,0.275445955548966,0.52909684672627,0.998950946736195,0.797397345495489,0.809318953296649,0.303576007902588,0.781578535917705,0.0001289346907053,0.450317472299808,0.0,0.253871849377467,0.22497998398719,0.22497998398719,0.0302796557617557,0.0001249620317468,0.689141303622718,0.0938034362022637
28,0.568002984475052,0.633284818016192,0.149378722375064,0.379536909253986,0.396961240476245,0.624784021981788,0.0014344698852627,0.0281611159576018,0.840373973890407,3480000000.0,0.0309328319844895,0.117606238423853,0.138844609541117,0.0098810927791719,0.0027589752185583,0.0011797420076268,0.324176580082702,0.0086492903357261,0.731930151504119,0.0022696254965856,0.015381975238599,9930000000.0,0.593914937402606,2010000000.0,0.671577117613522,0.0395946869868848,0.263992042955607,0.000443888549537,0.0539730134932534,0.217545128931097,0.281528710497676,0.53343326730553,0.999099540468683,0.797441614444294,0.809347596713194,0.303342526754257,0.781540079680201,8800000000.0,0.467663118693541,0.0004730473047304,0.29871444478186,0.173570435295605,0.173570435295605,0.012508129527958,34000000.0,0.689386791527332,0.103330347691556
29,0.564714369413878,0.630317050451364,0.200320464371013,0.38266049033401,0.402215633762625,0.619738606494075,0.0010165055339697,0.0267055759189382,0.82750102970485,5220000000.0,0.0070972195702304,0.0200015612043631,0.238978369342048,0.0126926839901219,0.0012404656691506,0.0005559306745643,0.276448450882535,0.006392396130136,0.72672448464825,0.00192631191531,0.0496102787878958,0.0002610285101583,0.593799247227968,3700000000.0,0.671569754876351,0.0020742196305044,0.261875344818208,0.0003443954279379,0.0359820089955022,0.217119043711352,0.288556425102852,0.386583864232561,0.998704831145061,0.795845303818487,0.807862435565333,0.30137920649764,0.780007023175637,0.0001521776259804,0.458101205304346,0.0006330633063306,0.0,0.150014748641018,0.150014748641018,0.0068212411331427,0.0,0.682693754820023,0.0870450289064408
30,0.565224221767675,0.630706086217997,0.133446201287904,0.372967659248954,0.400745957721024,0.620891997508083,0.0009312895011818,0.026805144606524,0.844673843968338,0.000138439087936,0.0134688541926766,0.0146492841857889,0.338994630226075,0.0249883284710452,0.0053832518222255,0.0014444380909582,0.277834348450353,0.004279357268302,0.732867510717145,0.0026772231817059,0.0209681041586294,9490000000.0,0.593924632451159,2060000000.0,0.671558065100337,0.0064212780201609,0.264529765096238,0.0005129373249231,0.146926536731634,0.217608124848697,0.280225985443623,0.662936988061459,0.999263617529438,0.797745686786397,0.809561510955847,0.30353056850726,0.781838747101396,0.0001348321518945,0.476560730731486,0.0003240324032403,0.26328575766778,0.235893978340567,0.235893978340567,0.0639321203321385,9120000000.0,0.689527569088052,0.185489780962462
31,0.565504974265066,0.630951630799578,0.116395078150981,0.3730481812102,0.406165136926381,0.623838072799131,0.0009130289227273,0.0268692105690867,0.841490504578827,0.0003616059236799,0.0176989850623504,0.0069087062878485,0.657565707147203,0.0739043876832071,0.0065816695679164,0.0036705850311302,0.277430948525531,0.0132788168456475,0.737807576920701,0.0024106184881707,0.0179325167435575,0.0001111170251354,0.593955728383089,3640000000.0,0.671580840581345,0.0005525705059186,0.263689768515281,0.0004525477201401,0.227886056971514,0.217583047933963,0.27908369931628,0.565661973339044,0.999014844352109,0.797442721168014,0.809359314474508,0.30352138394863,0.781622606204479,63900000.0,0.462489620291387,0.0005190519051905,0.110841178256909,0.181450423496692,0.181450423496692,0.0492006594370586,0.0,0.68931001163615,0.107645957169612
32,0.565158395757604,0.63061225188696,0.0953230341324788,0.36963718146295,0.401504240892899,0.62404415929178,0.0006350623395858,0.0267911566924924,0.844217165680474,0.0002193843470024,0.0082281920596918,0.0061855057605978,0.534483757138188,0.151794756566034,0.0093411392621017,0.0080195650414492,0.27707353096774,0.0020672618609219,0.735484717376883,0.002660872909511,0.0241713701735974,0.0001418986141341,0.59395707586407,0.0001141952040272,0.671578700809801,0.0005434557306917,0.264569394907181,0.0005447541621538,0.169415292353823,0.217609236502321,0.277936458228999,0.647304459553509,0.999216012072374,0.797708749882238,0.809564765889545,0.303565614849401,0.781844782204362,0.0001302066921383,0.471190961475554,0.0,0.168033201741067,0.190383886056213,0.190383886056213,0.0334709681322504,6550000000.0,0.689532647352182,0.135005292728605
